Reporting country (Name),Country,Commodity (Name),Trade flow (Name),Unit (Name),Unit,Quantity
China,China,"Tuna loins and fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,30.7
China,China,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,10.56
China,China,"Yellowfin tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,585.78
China,"China, Hong Kong SAR","Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.21
China,"China, Hong Kong SAR","Fish for culture incl. ova, fingerlings etc.",Imports,Tonnes - net product weight,Tonnes - net product weight,4.47
China,"China, Hong Kong SAR","Fish minced nei, in airtight containers prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.22
China,"China, Hong Kong SAR","Scallop meat, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,8.72
China,"China, Hong Kong SAR","Shark fins, smoked, dried, whether or not salted, etc.",Imports,Tonnes - net product weight,Tonnes - net product weight,1.88
China,Colombia,Ornamental freshwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,6.73
China,Congo,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2037
China,Congo,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.57
China,Cook Islands,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,313.85
China,Croatia,"Fish minced nei, in airtight containers prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.26
China,Croatia,"Fish nei, prepared or preserved, not minced",Imports,Tonnes - net product weight,Tonnes - net product weight,0.25
China,Croatia,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.82
China,Croatia,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.04
China,Cuba,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1868.46
China,Czechia,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.5
China,C么te d'Ivoire,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,7.92
China,Denmark,"Alaska pollock, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,253.44
China,Denmark,"Atlantic and Danube salmons, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,12.16
China,Denmark,Caviar substitutes,Imports,Tonnes - net product weight,Tonnes - net product weight,5.07
China,Denmark,"Cods nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,156.2
China,Denmark,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,4.71
China,Denmark,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,3.96
China,Denmark,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,452.37
China,Denmark,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,15.09
China,Denmark,"Fish minced nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,1.33
China,Denmark,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,22.48
China,Denmark,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,8543.08
China,Denmark,"Flatfish nei, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,9.73
China,Denmark,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,800.38
China,Denmark,"Greenland halibut, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1644.17
China,Denmark,"Livers, roes, milt, dried, salted or in brine, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,18.15
China,Denmark,"Livers, roes, milt, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,442.47
China,Denmark,"Mackerel prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.5
China,Denmark,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,40
China,Denmark,"Saithe (=Pollock) fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,54.67
China,Denmark,"Salmon nei, not minced, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.37
China,Denmark,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2929.94
China,Denmark,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Tonnes - net product weight,Tonnes - net product weight,26.6
China,Denmark,"Trouts and chars, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,507.87
China,Djibouti,Ornamental saltwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,0.08
China,Dominican Republic,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.16
China,Ecuador,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,106.82
China,Ecuador,"Croakers, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,4.47
China,Ecuador,"Crustacean meal, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2799.69
China,Ecuador,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,11188.69
China,Ecuador,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,198.56
China,Ecuador,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,10024.83
China,Ecuador,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,17641.29
China,Ecuador,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1265.87
China,Ecuador,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,15.99
China,Ecuador,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,8482.26
China,Ecuador,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,98.78
China,Ecuador,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,322533.69
China,Ecuador,"Shrimps and prawns, peeled, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,81.82
China,Ecuador,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Tonnes - net product weight,Tonnes - net product weight,53.87
China,Egypt,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2.51
China,Egypt,"Crayfish (freshwater), prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,831.4
China,Egypt,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,477.18
China,Egypt,Ornamental saltwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,0.25
China,Egypt,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,7.12
China,Egypt,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,49.18
China,Estonia,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,157.03
China,Estonia,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,551.75
China,Estonia,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,583.28
China,Estonia,"Greenland halibut, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,966.51
China,Estonia,"Herrings nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,183.49
China,Estonia,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,26.4
China,Estonia,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2604.08
China,Faroe Islands,"Atlantic and Danube salmons, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,12532.52
China,Faroe Islands,"Atlantic salmon and Danube salmon, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,645
China,Faroe Islands,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,11507.13
China,Faroe Islands,"Cods nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,206.49
China,Faroe Islands,"Fish fillets, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.28
China,Faroe Islands,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1853.04
China,Faroe Islands,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,163.65
China,Faroe Islands,"Gadiformes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,104.4
China,Faroe Islands,"Greenland halibut, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1522.07
China,Faroe Islands,"Haddock, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,270.98
China,Faroe Islands,"Mackerels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,7009.49
China,Faroe Islands,"Salmon fillets, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,13.21
China,Faroe Islands,"Salmon fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,42.07
China,Faroe Islands,"Salmonoids meat, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2.79
China,Faroe Islands,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,504.3
China,Fiji,"Albacore (=Longfin tuna), frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,Fiji,"Bigeye tuna, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.06
China,Fiji,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,8.37
China,Fiji,"Sea-urchin, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.07
China,Fiji,"Yellowfin tuna, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.62
China,Fiji,"Yellowfin tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Finland,"Fish fillets, dried, salted or in brine, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.17
China,Finland,"Fish liver oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Finland,"Fish nei, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0.72
China,Finland,"River eels, prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,France,"Alaska pollock, meat, whether or not minced, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,47.88
China,France,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.17
China,France,"Atlantic salmon, not minced, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.48
China,France,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,4.95
China,France,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,760.66
China,France,Caviar,Imports,Tonnes - net product weight,Tonnes - net product weight,0.06
China,France,"Cod nei, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.44
China,France,"Cods, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.77
