Reporting country (Name),Country,Commodity (Name),Trade flow (Name),Unit (Name),Unit,Value
China,Denmark,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",Imports,Value (USD 1000),USD 1000,1467.8
China,Denmark,"Greenland halibut, frozen",Imports,Value (USD 1000),USD 1000,10164.89
China,Denmark,"Livers, roes, milt, dried, salted or in brine, nei",Imports,Value (USD 1000),USD 1000,88.94
China,Denmark,"Livers, roes, milt, frozen",Imports,Value (USD 1000),USD 1000,2006.12
China,Denmark,"Mackerel prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,14.9
China,Denmark,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Value (USD 1000),USD 1000,52
China,Denmark,"Saithe (=Pollock) fillets, frozen",Imports,Value (USD 1000),USD 1000,68.34
China,Denmark,"Salmon nei, not minced, prepared or preserved",Imports,Value (USD 1000),USD 1000,7.65
China,Denmark,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Value (USD 1000),USD 1000,15074.42
China,Denmark,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Value (USD 1000),USD 1000,409.4
China,Denmark,"Trouts and chars, frozen",Imports,Value (USD 1000),USD 1000,2827.48
China,Djibouti,Ornamental saltwater fish,Imports,Value (USD 1000),USD 1000,0.41
China,Dominican Republic,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,3.54
China,Ecuador,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,583.88
China,Ecuador,"Croakers, frozen",Imports,Value (USD 1000),USD 1000,6.56
China,Ecuador,"Crustacean meal, nei",Imports,Value (USD 1000),USD 1000,1792.29
China,Ecuador,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,16766.54
China,Ecuador,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,419.92
China,Ecuador,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,15710.38
China,Ecuador,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,25744.21
China,Ecuador,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,2082.81
China,Ecuador,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,20.05
China,Ecuador,"Pomfrets, ocean breams, frozen",Imports,Value (USD 1000),USD 1000,14093.24
China,Ecuador,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,1436.4
China,Ecuador,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,1848157.27
China,Ecuador,"Shrimps and prawns, peeled, frozen",Imports,Value (USD 1000),USD 1000,569.84
China,Ecuador,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Value (USD 1000),USD 1000,461.32
China,Egypt,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,8.08
China,Egypt,"Crayfish (freshwater), prepared or preserved",Imports,Value (USD 1000),USD 1000,2753.25
China,Egypt,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Value (USD 1000),USD 1000,1770.53
China,Egypt,Ornamental saltwater fish,Imports,Value (USD 1000),USD 1000,44.55
China,Egypt,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,24.73
China,Egypt,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,176.04
China,Estonia,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,567.79
China,Estonia,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,1120
China,Estonia,"Flatfish nei, frozen",Imports,Value (USD 1000),USD 1000,698.35
China,Estonia,"Greenland halibut, frozen",Imports,Value (USD 1000),USD 1000,6324.73
China,Estonia,"Herrings nei, frozen",Imports,Value (USD 1000),USD 1000,130.61
China,Estonia,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Value (USD 1000),USD 1000,19.88
China,Estonia,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Value (USD 1000),USD 1000,12334.15
China,Faroe Islands,"Atlantic and Danube salmons, fresh or chilled",Imports,Value (USD 1000),USD 1000,116811.12
China,Faroe Islands,"Atlantic salmon and Danube salmon, frozen",Imports,Value (USD 1000),USD 1000,487.58
China,Faroe Islands,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Value (USD 1000),USD 1000,8191.7
China,Faroe Islands,"Cods nei, frozen",Imports,Value (USD 1000),USD 1000,891.04
China,Faroe Islands,"Fish fillets, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,4.26
China,Faroe Islands,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,3304.12
China,Faroe Islands,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,290.09
China,Faroe Islands,"Gadiformes nei, frozen",Imports,Value (USD 1000),USD 1000,57.59
China,Faroe Islands,"Greenland halibut, frozen",Imports,Value (USD 1000),USD 1000,9071.43
China,Faroe Islands,"Haddock, frozen",Imports,Value (USD 1000),USD 1000,880.96
China,Faroe Islands,"Mackerels nei, frozen",Imports,Value (USD 1000),USD 1000,12641.42
China,Faroe Islands,"Salmon fillets, fresh or chilled",Imports,Value (USD 1000),USD 1000,232.15
China,Faroe Islands,"Salmon fillets, frozen",Imports,Value (USD 1000),USD 1000,496.96
China,Faroe Islands,"Salmonoids meat, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,49.8
China,Faroe Islands,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Value (USD 1000),USD 1000,2472.04
China,Fiji,"Albacore (=Longfin tuna), frozen, nei",Imports,Value (USD 1000),USD 1000,0.01
China,Fiji,"Bigeye tuna, fresh or chilled",Imports,Value (USD 1000),USD 1000,0.52
China,Fiji,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,91.01
China,Fiji,"Sea-urchin, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,0.56
China,Fiji,"Yellowfin tuna, fresh or chilled",Imports,Value (USD 1000),USD 1000,7.39
China,Fiji,"Yellowfin tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,0.01
China,Finland,"Fish fillets, dried, salted or in brine, nei",Imports,Value (USD 1000),USD 1000,1.96
China,Finland,"Fish liver oils, nei",Imports,Value (USD 1000),USD 1000,0.26
China,Finland,"Fish nei, smoked",Imports,Value (USD 1000),USD 1000,15.31
China,Finland,"River eels, prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,0.01
China,France,"Alaska pollock, meat, whether or not minced, frozen",Imports,Value (USD 1000),USD 1000,190.11
China,France,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,5.91
China,France,"Atlantic salmon, not minced, prepared or preserved",Imports,Value (USD 1000),USD 1000,11.01
China,France,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen",Imports,Value (USD 1000),USD 1000,112.56
China,France,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Value (USD 1000),USD 1000,464.22
China,France,Caviar,Imports,Value (USD 1000),USD 1000,47.38
China,France,"Cod nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,2.37
China,France,"Cods, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,29.08
China,France,"Common sole (Solea Solea), fresh or chilled",Imports,Value (USD 1000),USD 1000,44
China,France,"Common sole (Solea Solea), frozen",Imports,Value (USD 1000),USD 1000,15.74
China,France,"Crab meat nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,6.79
China,France,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,2.51
China,France,"Dogfish, other sharks, rays and skates (Rajidae), fillets, frozen",Imports,Value (USD 1000),USD 1000,23.09
China,France,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,16.67
China,France,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,69.08
China,France,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,412.05
China,France,"Fish liver oils, nei",Imports,Value (USD 1000),USD 1000,11.48
China,France,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,1241.81
China,France,"Fish minced nei, in airtight containers prepared or preserved",Imports,Value (USD 1000),USD 1000,16.82
China,France,"Fish minced nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,0.36
China,France,"Fish nei, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,4.58
China,France,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,7.47
China,France,"Fishmeal fit for human consumption, nei",Imports,Value (USD 1000),USD 1000,82.15
China,France,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",Imports,Value (USD 1000),USD 1000,452.47
China,France,"Gadiformes, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,0.12
China,France,"Herrings nei, frozen",Imports,Value (USD 1000),USD 1000,262.77
China,France,"Jack and horse mackerel, frozen",Imports,Value (USD 1000),USD 1000,453.8
China,France,"Lobster tails or meat, prep. or pres.",Imports,Value (USD 1000),USD 1000,8.66
China,France,"Mackerel prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,0.66
China,France,"Mackerels nei, frozen",Imports,Value (USD 1000),USD 1000,399.42
China,France,"Molluscs nei, frozen",Imports,Value (USD 1000),USD 1000,5.5
China,France,"Molluscs nei, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,1.17
China,France,"Molluscs nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,619.75
China,France,"Mussel meat, prepared or preserved, nei",Imports,Value (USD 1000),USD 1000,4.96
China,France,"Mussels, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,196.2
China,France,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Value (USD 1000),USD 1000,0
China,France,"Oysters, live fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,28463.79
China,France,"Plaices, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,0.42
China,France,"Rays and skates (Rajidae), frozen",Imports,Value (USD 1000),USD 1000,4.01
China,France,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,988.2
China,France,"Saithe (=Pollock), fresh or chilled",Imports,Value (USD 1000),USD 1000,14.57
China,France,"Salmon fillets, fresh or chilled",Imports,Value (USD 1000),USD 1000,1.85
China,France,"Salmon fillets, frozen",Imports,Value (USD 1000),USD 1000,3.58
China,France,"Salmons, smoked",Imports,Value (USD 1000),USD 1000,4.37
China,France,"Sardines, sardinellas, brisling or sprats, fresh or chilled",Imports,Value (USD 1000),USD 1000,0.13
China,France,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Value (USD 1000),USD 1000,10.22
China,France,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Value (USD 1000),USD 1000,12.09
China,France,"Scallop meat, prepared or preserved",Imports,Value (USD 1000),USD 1000,6.6
China,France,"Scallops, including queen scallop, frozen",Imports,Value (USD 1000),USD 1000,4.51
China,France,"Scallops, including queen scallops, dried, salted or in brine; smoked",Imports,Value (USD 1000),USD 1000,2.98
China,France,"Scallops, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,5.73
China,France,"Seabass, frozen",Imports,Value (USD 1000),USD 1000,63.5
China,France,"Toothfish (Dissostichus spp.), frozen",Imports,Value (USD 1000),USD 1000,67146.04
China,France,"Toothfish (Dissostichus spp.), meat, frozen",Imports,Value (USD 1000),USD 1000,835.8
China,France,"Trout fillets, frozen",Imports,Value (USD 1000),USD 1000,1.54
China,France,"Tuna loins and fillets, frozen",Imports,Value (USD 1000),USD 1000,137.81
China,France,"Tunas nei, frozen",Imports,Value (USD 1000),USD 1000,99.71
China,France,"Yellowfin tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,127.47
China,Georgia,"Fish minced nei, in airtight containers prepared or preserved",Imports,Value (USD 1000),USD 1000,1.97
China,Germany,"Anchovies, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,0.6
China,Germany,"Atlantic salmon, not minced, prepared or preserved",Imports,Value (USD 1000),USD 1000,17.84
China,Germany,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Value (USD 1000),USD 1000,6698.5
China,Germany,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,2798.08
China,Germany,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,3225.3
China,Germany,"Fish liver oils, nei",Imports,Value (USD 1000),USD 1000,71.55
China,Germany,"Fish minced nei, in airtight containers prepared or preserved",Imports,Value (USD 1000),USD 1000,10.8
China,Germany,"Fish minced nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,0.37
China,Germany,"Fish nei, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,3.07
China,Germany,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,1954.83
China,Germany,"Greenland halibut, frozen",Imports,Value (USD 1000),USD 1000,9506.75
China,Germany,"Herrings nei, frozen",Imports,Value (USD 1000),USD 1000,2662.07
China,Germany,"Herrings prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,12.63
China,Germany,"Jack and horse mackerel, frozen",Imports,Value (USD 1000),USD 1000,184.7
China,Germany,"Mackerels nei, frozen",Imports,Value (USD 1000),USD 1000,256.65
China,Germany,Ornamental freshwater fish,Imports,Value (USD 1000),USD 1000,21.33
China,Germany,"Salmon fillets, fresh or chilled",Imports,Value (USD 1000),USD 1000,0.56
China,Ghana,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Value (USD 1000),USD 1000,93.53
China,Ghana,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,1784.76
China,Greece,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,120.46
China,Greece,"Tunas prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,15.68
China,Greenland,"Cods nei, frozen",Imports,Value (USD 1000),USD 1000,36472.9
China,Greenland,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,267.21
China,Greenland,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,723.07
China,Greenland,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,223.29
China,Greenland,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Value (USD 1000),USD 1000,1280.99
China,Greenland,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,15837.57
China,Greenland,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,2920.24
China,Greenland,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,3217.13
China,Greenland,"Flatfish nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,487.49
China,Greenland,"Flatfish nei, frozen",Imports,Value (USD 1000),USD 1000,180.29
China,Greenland,"Greenland halibut, frozen",Imports,Value (USD 1000),USD 1000,120686.04
China,Greenland,"Haddock, frozen",Imports,Value (USD 1000),USD 1000,1309.81
China,Greenland,"Halibuts nei, frozen",Imports,Value (USD 1000),USD 1000,23.17
China,Greenland,"Mackerels nei, frozen",Imports,Value (USD 1000),USD 1000,5385.11
China,Greenland,"Saithe (=Pollock), frozen",Imports,Value (USD 1000),USD 1000,2.7
China,Greenland,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Value (USD 1000),USD 1000,84388.24
China,Guinea,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,106.36
China,Guyana,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,127.07
China,Guyana,"Croakers, frozen",Imports,Value (USD 1000),USD 1000,5407.73
China,Guyana,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,7.45
China,Guyana,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,1774.69
China,Guyana,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Value (USD 1000),USD 1000,0.52
China,Guyana,"Shrimps and prawns, peeled, frozen",Imports,Value (USD 1000),USD 1000,815.08
China,Iceland,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,2865.58
China,Iceland,"Atlantic and Danube salmons, fresh or chilled",Imports,Value (USD 1000),USD 1000,6571.12
China,Iceland,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Value (USD 1000),USD 1000,411.9
China,Iceland,"Cod nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,1925.33
China,Iceland,"Cods nei, frozen",Imports,Value (USD 1000),USD 1000,603.13
China,Iceland,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,159.05
China,Iceland,"Dogfish, other sharks, rays and skates (Rajidae), fillets, frozen",Imports,Value (USD 1000),USD 1000,1.05
China,Iceland,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,2674.65
China,Iceland,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,50.4
China,Iceland,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Value (USD 1000),USD 1000,19.19
